PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,SampleId,OriginalSampleName,Group,HarvestYear
-577.5293902575698,-433.32566734960574,573.9649118062686,82.3456865639415,-130.97228482216738,14.497589919170652,100.00317463319831,88.31777413711642,30,04-1,G6,1404
1299.2762296741653,144.06967890426378,-48.520605561689955,-136.18442447602717,-91.4514900537171,-261.53379193343477,90.84045760678448,-112.2123357711855,31,04-11,G6,1404
502.2004313168566,-506.33344644629005,-93.77819275395493,-216.1841069344558,-130.1290480862172,221.31056136067622,90.28895830988743,23.78844280115638,32,04-16,G6,1404
11.144150863445976,-323.7961028648946,100.49899840620822,-126.98114045681618,106.56230637777487,274.32609921826133,65.81865413844102,-41.2777690575528,33,04-18,G6,1404
127.34297219827951,938.3359293730075,136.23585115371012,-33.52400879275744,-25.626464857475508,-46.13196624169922,-64.31867443040025,18.081501787687877,34,94-30,G7,1394
-365.1691738084333,-274.328169942758,-747.9311874865751,-9.815758806295,-411.65403383449996,154.85368918243773,-352.2790294335467,-209.11221735178458,36,94-32,G7,1394
61.50742733637962,-402.70107106416987,134.42625925891352,445.1203268923944,31.413884905087677,78.31519274314189,140.12582014540536,2.9441314169065973,37,94-33,G8,1394
966.27525482416,-154.51633768492698,103.36418965684591,92.63156707718508,-269.263361439905,365.59576688498424,-34.831576666956536,228.54008653200617,38,04-2,G8,1404
65.48925498438055,650.1480242963065,-34.266668022570755,-168.25239728798687,-221.55938077058966,137.53266948822846,78.8322868366743,-18.542541998637297,39,94-35,G9,1394
-916.442393416642,-21.52694202337366,-301.11913889316617,152.78669875933952,44.246129010302575,-16.66579704092061,21.60392321986185,123.28709706228527,40,94-36,G9,1394
-397.0171191430334,-354.97478732984996,-164.42296706067927,-288.6151647901115,215.99756212214575,10.99443219470819,-13.20952787800587,89.53187676677378,41,04-8,G10,1404
-659.6007297232886,-359.24013663279766,-364.8671974817437,-177.5241149049155,-81.22535109855816,-56.18436925962876,39.938304019629314,-96.10704845574129,42,04-9,G10,1404
-811.3402616590138,-184.4796215584096,129.83738389435163,-279.44075185912834,209.42586170244692,-19.053296671966404,-18.43842467963374,56.52160126409378,43,04-24,G11,1404
-450.2333168655889,-486.0458893438531,-34.84886021040049,-214.32211389230284,153.87088371124048,128.94383911878774,56.17455246771181,96.2671366329042,44,04-25,G11,1404
